Time,New York,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
8:37.0,Offensive foul by J. Randle (drawn by J. Holiday),11-11, ,,1,11,11,0,203.0
8:37.0,Turnover by J. Randle (offensive foul),11-11, ,,1,11,11,0,203.0
8:28.0, ,11-14,J. Brown makes 3-pt jump shot from 24 ft (assist by J. Tatum),,1,14,11,3,212.0
8:13.0,J. Randle makes 2-pt jump shot from 14 ft,13-14, ,,1,14,13,1,227.0
8:01.0, ,13-17,D. White makes 3-pt jump shot from 26 ft,,1,17,13,4,239.0
7:46.0,Turnover by J. Randle (lost ball; steal by D. White),13-17, ,,1,17,13,4,254.0
7:41.0, ,13-17,J. Brown misses 2-pt layup from 2 ft,,1,17,13,4,259.0
7:40.0, ,13-17,Offensive rebound by K. Porziņģis,,1,17,13,4,260.0
7:40.0, ,13-19,K. Porziņģis makes 2-pt dunk at rim,,1,19,13,6,260.0
7:31.0,J. Brunson misses 3-pt jump shot from 28 ft,13-19, ,,1,19,13,6,269.0
7:31.0, ,13-19,Defensive rebound by J. Holiday,,1,19,13,6,269.0
7:20.0, ,13-21,J. Holiday makes 2-pt layup from 3 ft,,1,21,13,8,280.0
7:08.0,Personal foul by J. Holiday (drawn by J. Brunson),13-21, ,,1,21,13,8,292.0
7:02.0,R. Barrett misses 3-pt jump shot from 28 ft,13-21, ,,1,21,13,8,298.0
7:01.0,Offensive rebound by M. Robinson,13-21, ,,1,21,13,8,299.0
7:01.0,M. Robinson makes 2-pt layup at rim,15-21, ,,1,21,15,6,299.0
6:52.0, ,15-21,J. Brown misses 3-pt jump shot from 25 ft,,1,21,15,6,308.0
6:51.0,Defensive rebound by R. Barrett,15-21, ,,1,21,15,6,309.0
6:36.0,D. DiVincenzo misses 3-pt jump shot from 30 ft,15-21, ,,1,21,15,6,324.0
6:35.0, ,15-21,Defensive rebound by J. Tatum,,1,21,15,6,325.0
6:25.0, ,15-21,D. White misses 2-pt layup from 5 ft,,1,21,15,6,335.0
6:24.0, ,15-21,Offensive rebound by D. White,,1,21,15,6,336.0
6:20.0, ,15-21,J. Brown misses 3-pt jump shot from 24 ft,,1,21,15,6,340.0
6:19.0,Defensive rebound by M. Robinson,15-21, ,,1,21,15,6,341.0
6:13.0,Shooting foul by J. Tatum (drawn by R. Barrett),15-21, ,,1,21,15,6,347.0
6:13.0,R. Barrett makes free throw 1 of 2,16-21, ,,1,21,16,5,347.0
6:13.0, ,16-21,S. Hauser enters the game for J. Holiday,,1,21,16,5,347.0
6:13.0, ,16-21,A. Horford enters the game for J. Tatum,,1,21,16,5,347.0
6:13.0,R. Barrett makes free throw 2 of 2,17-21, ,,1,21,17,4,347.0
5:51.0, ,17-21,D. White misses 3-pt jump shot from 26 ft,,1,21,17,4,369.0
5:49.0,Defensive rebound by M. Robinson,17-21, ,,1,21,17,4,371.0
5:42.0,R. Barrett makes 2-pt layup from 3 ft (assist by J. Brunson),19-21, ,,1,21,19,2,378.0
5:28.0, ,19-23,D. White makes 2-pt jump shot from 8 ft (assist by J. Brown),,1,23,19,4,392.0
5:12.0,Shooting foul by S. Hauser (drawn by J. Randle),19-23, ,,1,23,19,4,408.0
5:12.0,J. Randle makes free throw 1 of 2,20-23, ,,1,23,20,3,408.0
5:12.0,J. Hart enters the game for R. Barrett,20-23, ,,1,23,20,3,408.0
5:12.0, ,20-23,P. Pritchard enters the game for K. Porziņģis,,1,23,20,3,408.0
5:12.0,J. Randle makes free throw 2 of 2,21-23, ,,1,23,21,2,408.0
4:59.0, ,21-23,D. White misses 3-pt jump shot from 25 ft,,1,23,21,2,421.0
4:54.0,Defensive rebound by D. DiVincenzo,21-23, ,,1,23,21,2,426.0
4:48.0,Personal foul by J. Brown (drawn by J. Randle),21-23, ,,1,23,21,2,432.0
4:48.0,I. Hartenstein enters the game for D. DiVincenzo,21-23, ,,1,23,21,2,432.0
4:48.0,I. Quickley enters the game for M. Robinson,21-23, ,,1,23,21,2,432.0
4:43.0,J. Hart misses 2-pt layup from 2 ft,21-23, ,,1,23,21,2,437.0
4:42.0, ,21-23,Defensive rebound by A. Horford,,1,23,21,2,438.0
4:41.0, ,21-23,Turnover by A. Horford (lost ball; steal by J. Randle),,1,23,21,2,439.0
4:39.0,I. Quickley misses 3-pt jump shot from 29 ft,21-23, ,,1,23,21,2,441.0
4:37.0, ,21-23,Defensive rebound by Team,,1,23,21,2,443.0
4:37.0,Loose ball foul by J. Hart (drawn by J. Brown),21-23, ,,1,23,21,2,443.0
4:21.0, ,21-23,P. Pritchard misses 3-pt jump shot from 22 ft,,1,23,21,2,459.0
4:19.0,Defensive rebound by J. Randle,21-23, ,,1,23,21,2,461.0
4:12.0,J. Randle misses 2-pt jump shot from 14 ft,21-23, ,,1,23,21,2,468.0
4:10.0, ,21-23,Defensive rebound by A. Horford,,1,23,21,2,470.0
4:02.0, ,21-25,D. White makes 2-pt layup from 2 ft,,1,25,21,4,478.0
3:41.0,J. Randle misses 2-pt jump shot from 9 ft,21-25, ,,1,25,21,4,499.0
3:39.0, ,21-25,Defensive rebound by S. Hauser,,1,25,21,4,501.0
3:33.0, ,21-25,J. Brown misses 2-pt layup from 4 ft,,1,25,21,4,507.0
3:32.0,Defensive rebound by I. Hartenstein,21-25, ,,1,25,21,4,508.0
3:20.0,I. Quickley makes 3-pt jump shot from 27 ft (assist by J. Randle),24-25, ,,1,25,24,1,520.0
3:18.0, ,24-25,Boston full timeout,,1,25,24,1,522.0
3:18.0, ,24-25,J. Holiday enters the game for J. Brown,,1,25,24,1,522.0
3:18.0, ,24-25,J. Tatum enters the game for D. White,,1,25,24,1,522.0
2:58.0, ,24-28,P. Pritchard makes 3-pt jump shot from 26 ft (assist by A. Horford),,1,28,24,4,542.0
2:38.0,J. Brunson makes 2-pt layup from 4 ft,26-28, ,,1,28,26,2,562.0
2:30.0, ,26-28,J. Tatum misses 3-pt jump shot from 25 ft,,1,28,26,2,570.0
2:28.0,Defensive rebound by J. Randle,26-28, ,,1,28,26,2,572.0
2:14.0,Personal foul by A. Horford (drawn by J. Randle),26-28, ,,1,28,26,2,586.0
2:14.0,J. Randle misses free throw 1 of 2,26-28, ,,1,28,26,2,586.0
2:14.0,Offensive rebound by Team,26-28, ,,1,28,26,2,586.0
2:14.0,Q. Grimes enters the game for J. Brunson,26-28, ,,1,28,26,2,586.0
2:14.0,J. Randle makes free throw 2 of 2,27-28, ,,1,28,27,1,586.0
2:03.0, ,27-30,J. Holiday makes 2-pt hook shot from 6 ft,,1,30,27,3,597.0
1:52.0,Q. Grimes makes 3-pt jump shot from 24 ft (assist by J. Randle),30-30, ,Tie,1,30,30,0,608.0
1:40.0, ,30-30,S. Hauser misses 3-pt jump shot from 25 ft,,1,30,30,0,620.0
1:38.0,Defensive rebound by I. Hartenstein,30-30, ,,1,30,30,0,622.0
1:24.0,Q. Grimes misses 3-pt jump shot from 24 ft,30-30, ,,1,30,30,0,636.0
1:23.0, ,30-30,Defensive rebound by J. Tatum,,1,30,30,0,637.0
1:11.0, ,30-30,Shooting foul by I. Hartenstein (drawn by S. Hauser),,1,30,30,0,649.0
1:11.0, ,30-31,S. Hauser makes free throw 1 of 2,,1,31,30,1,649.0
1:11.0, ,30-31,S. Hauser misses free throw 2 of 2,,1,31,30,1,649.0
1:11.0,Defensive rebound by I. Hartenstein,30-31, ,,1,31,30,1,649.0
0:47.0,I. Quickley makes 2-pt jump shot from 10 ft (assist by J. Hart),32-31, ,Lead change,1,31,32,-1,673.0
0:33.0, ,32-31,A. Horford misses 3-pt jump shot from 24 ft,,1,31,32,-1,687.0
0:31.0, ,32-31,Offensive rebound by S. Hauser,,1,31,32,-1,689.0
0:17.0, ,32-31,P. Pritchard misses 3-pt jump shot from 25 ft,,1,31,32,-1,703.0
0:16.0, ,32-31,Offensive rebound by Team,,1,31,32,-1,704.0
0:16.0, ,32-31,Turnover by Team (shot clock),,1,31,32,-1,704.0
0:05.0,I. Quickley misses 3-pt jump shot from 29 ft,32-31, ,,1,31,32,-1,715.0
0:04.0, ,32-31,Defensive rebound by J. Tatum,,1,31,32,-1,716.0
0:00.0, ,32-33,P. Pritchard makes 2-pt layup from 2 ft (assist by J. Holiday),Lead change,1,33,32,1,720.0
0:00.0, ,32-33,Instant Replay (Request: Ruling Stands),,1,33,32,1,720.0
0:00.0,End of 1st quarter,32-33,,,1,33,32,1,720.0
12:00.0,Start of 2nd quarter,32-33,,,2,33,32,1,720.0
11:45.0,Q. Grimes misses 3-pt jump shot from 27 ft,32-33, ,,2,33,32,1,735.0
11:42.0,Offensive rebound by Team,32-33, ,,2,33,32,1,738.0
11:33.0,Shooting foul by P. Pritchard (drawn by I. Quickley),32-33, ,,2,33,32,1,747.0
11:33.0,I. Quickley makes free throw 1 of 2,33-33, ,Tie,2,33,33,0,747.0
11:33.0,I. Quickley makes free throw 2 of 2,34-33, ,Lead change,2,33,34,-1,747.0
11:19.0, ,34-35,J. Holiday makes 2-pt layup from 3 ft,Lead change,2,35,34,1,761.0
11:00.0,Turnover by Q. Grimes (bad pass),34-35, ,,2,35,34,1,780.0
10:42.0, ,34-37,J. Holiday makes 2-pt jump shot from 17 ft,,2,37,34,3,798.0
10:29.0,R. Barrett makes 2-pt jump shot from 9 ft (assist by I. Hartenstein),36-37, ,,2,37,36,1,811.0
10:08.0, ,36-39,J. Tatum makes 2-pt layup from 2 ft (assist by P. Pritchard),,2,39,36,3,832.0
9:49.0,I. Hartenstein misses 2-pt hook shot from 9 ft,36-39, ,,2,39,36,3,851.0
9:47.0,Offensive rebound by I. Hartenstein,36-39, ,,2,39,36,3,853.0
9:46.0,I. Hartenstein makes 2-pt layup from 5 ft,38-39, ,,2,39,38,1,854.0
9:33.0, ,38-39,J. Holiday misses 3-pt jump shot from 26 ft,,2,39,38,1,867.0
9:32.0,Defensive rebound by I. Hartenstein,38-39, ,,2,39,38,1,868.0
9:10.0,R. Barrett misses 3-pt jump shot from 24 ft,38-39, ,,2,39,38,1,890.0
9:08.0, ,38-39,Defensive rebound by J. Holiday,,2,39,38,1,892.0
9:04.0, ,38-41,J. Holiday makes 2-pt layup from 2 ft,,2,41,38,3,896.0
9:04.0, ,38-41,Shooting foul by J. Hart (drawn by J. Holiday),,2,41,38,3,896.0
9:04.0, ,38-42,J. Holiday makes free throw 1 of 1,,2,42,38,4,896.0
8:58.0,Q. Grimes makes 3-pt jump shot from 28 ft (assist by J. Hart),41-42, ,,2,42,41,1,902.0
8:36.0, ,41-42,Personal foul by I. Hartenstein (drawn by L. Kornet),,2,42,41,1,924.0
8:30.0, ,41-42,J. Tatum misses 2-pt layup from 3 ft,,2,42,41,1,930.0
8:29.0, ,41-42,Offensive rebound by L. Kornet,,2,42,41,1,931.0
8:27.0, ,41-44,L. Kornet makes 2-pt layup from 2 ft,,2,44,41,3,933.0
8:15.0,I. Quickley makes 3-pt jump shot from 29 ft,44-44, ,Tie,2,44,44,0,945.0
7:52.0, ,44-47,J. Tatum makes 3-pt jump shot from 26 ft (assist by S. Hauser),,2,47,44,3,968.0
7:30.0,R. Barrett makes 2-pt jump shot from 11 ft,46-47, ,,2,47,46,1,990.0
7:18.0, ,46-47,J. Holiday misses 3-pt jump shot from 25 ft,,2,47,46,1,1002.0
7:16.0,Defensive rebound by I. Hartenstein,46-47, ,,2,47,46,1,1004.0
7:00.0,I. Hartenstein misses 2-pt layup from 4 ft,46-47, ,,2,47,46,1,1020.0
6:58.0, ,46-47,Defensive rebound by J. Tatum,,2,47,46,1,1022.0
6:49.0, ,46-47,J. Tatum misses 3-pt jump shot from 28 ft,,2,47,46,1,1031.0
6:46.0,Defensive rebound by I. Hartenstein,46-47, ,,2,47,46,1,1034.0
6:41.0,Q. Grimes makes 2-pt layup from 4 ft (assist by I. Hartenstein),48-47, ,Lead change,2,47,48,-1,1039.0
6:41.0, ,48-47,Boston full timeout,,2,47,48,-1,1039.0
6:41.0,J. Brunson enters the game for R. Barrett,48-47, ,,2,47,48,-1,1039.0
6:41.0,M. Robinson enters the game for I. Hartenstein,48-47, ,,2,47,48,-1,1039.0
6:41.0, ,48-47,J. Brown enters the game for S. Hauser,,2,47,48,-1,1039.0
6:41.0, ,48-47,A. Horford enters the game for L. Kornet,,2,47,48,-1,1039.0
6:41.0, ,48-47,K. Porziņģis enters the game for P. Pritchard,,2,47,48,-1,1039.0
6:41.0, ,48-47,D. White enters the game for J. Tatum,,2,47,48,-1,1039.0
6:32.0, ,48-47,Personal foul by M. Robinson (drawn by K. Porziņģis),,2,47,48,-1,1048.0
6:23.0, ,48-47,D. White misses 3-pt jump shot from 27 ft,,2,47,48,-1,1057.0
6:20.0,Defensive rebound by M. Robinson,48-47, ,,2,47,48,-1,1060.0
6:00.0,Shooting foul by D. White (drawn by J. Brunson),48-47, ,,2,47,48,-1,1080.0
6:00.0,Instant Replay (Request: Ruling Stands),48-47, ,,2,47,48,-1,1080.0
6:00.0,J. Brunson makes free throw 1 of 3,49-47, ,,2,47,49,-2,1080.0
6:00.0,J. Brunson makes free throw 2 of 3,50-47, ,,2,47,50,-3,1080.0
6:00.0,J. Brunson makes free throw 3 of 3,51-47, ,,2,47,51,-4,1080.0
5:46.0, ,51-47,Personal foul by I. Quickley (drawn by D. White),,2,47,51,-4,1094.0
5:46.0,J. Randle enters the game for I. Quickley,51-47, ,,2,47,51,-4,1094.0
5:40.0, ,51-50,D. White makes 3-pt jump shot from 24 ft (assist by J. Holiday),,2,50,51,-1,1100.0
5:16.0,M. Robinson makes 2-pt layup from 2 ft (assist by Q. Grimes),53-50, ,,2,50,53,-3,1124.0
5:07.0, ,53-52,J. Brown makes 2-pt layup from 2 ft,,2,52,53,-1,1133.0
4:55.0,Shooting foul by J. Brown (drawn by J. Brunson),53-52, ,,2,52,53,-1,1145.0
4:55.0,J. Brunson misses free throw 1 of 2,53-52, ,,2,52,53,-1,1145.0
4:55.0,Offensive rebound by Team,53-52, ,,2,52,53,-1,1145.0
4:55.0,D. DiVincenzo enters the game for Q. Grimes,53-52, ,,2,52,53,-1,1145.0
4:55.0, ,53-52,J. Tatum enters the game for J. Holiday,,2,52,53,-1,1145.0
4:55.0,J. Brunson makes free throw 2 of 2,54-52, ,,2,52,54,-2,1145.0
4:46.0, ,54-55,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Brown),Lead change,2,55,54,1,1154.0
4:39.0,J. Brunson misses 3-pt jump shot from 27 ft,54-55, ,,2,55,54,1,1161.0
4:36.0, ,54-55,Defensive rebound by K. Porziņģis,,2,55,54,1,1164.0
4:35.0, ,54-55,Personal foul by J. Hart (drawn by K. Porziņģis),,2,55,54,1,1165.0
4:35.0, ,54-56,K. Porziņģis makes free throw 1 of 2,,2,56,54,2,1165.0
4:35.0,R. Barrett enters the game for J. Hart,54-56, ,,2,56,54,2,1165.0
4:35.0, ,54-57,K. Porziņģis makes free throw 2 of 2,,2,57,54,3,1165.0
4:23.0,J. Brunson misses 2-pt layup from 3 ft,54-57, ,,2,57,54,3,1177.0
4:22.0,Offensive rebound by Team,54-57, ,,2,57,54,3,1178.0
4:09.0,Turnover by J. Randle (bad pass; steal by K. Porziņģis),54-57, ,,2,57,54,3,1191.0
4:04.0, ,54-57,Turnover by A. Horford (bad pass),,2,57,54,3,1196.0
3:56.0,Shooting foul by J. Tatum (drawn by R. Barrett),54-57, ,,2,57,54,3,1204.0
3:56.0,R. Barrett misses free throw 1 of 2,54-57, ,,2,57,54,3,1204.0
3:56.0,Offensive rebound by Team,54-57, ,,2,57,54,3,1204.0
3:56.0,R. Barrett makes free throw 2 of 2,55-57, ,,2,57,55,2,1204.0
3:44.0, ,55-60,J. Tatum makes 3-pt jump shot from 26 ft,,2,60,55,5,1216.0
3:29.0,J. Randle makes 3-pt jump shot from 27 ft (assist by J. Brunson),58-60, ,,2,60,58,2,1231.0
3:09.0, ,58-62,K. Porziņģis makes 2-pt jump shot from 14 ft,,2,62,58,4,1251.0
2:56.0,J. Brunson misses 2-pt jump shot from 17 ft,58-62, ,,2,62,58,4,1264.0
2:55.0,Offensive rebound by Team,58-62, ,,2,62,58,4,1265.0
2:55.0, ,58-62,Loose ball foul by K. Porziņģis (drawn by M. Robinson),,2,62,58,4,1265.0
2:55.0,New York full timeout,58-62, ,,2,62,58,4,1265.0
2:55.0,M. Robinson misses free throw 1 of 2,58-62, ,,2,62,58,4,1265.0
2:55.0,M. Robinson misses free throw 2 of 2,58-62, ,,2,62,58,4,1265.0
2:55.0, ,58-62,Defensive rebound by J. Tatum,,2,62,58,4,1265.0
2:44.0, ,58-62,Shooting foul by M. Robinson (drawn by J. Tatum),,2,62,58,4,1276.0
2:44.0, ,58-62,J. Tatum misses free throw 1 of 3,,2,62,58,4,1276.0
2:44.0, ,58-62,Offensive rebound by Team,,2,62,58,4,1276.0
2:44.0, ,58-63,J. Tatum makes free throw 2 of 3,,2,63,58,5,1276.0
2:44.0, ,58-64,J. Tatum makes free throw 3 of 3,,2,64,58,6,1276.0
2:32.0,Turnover by J. Randle (bad pass; steal by J. Tatum),58-64, ,,2,64,58,6,1288.0
2:29.0, ,58-66,J. Tatum makes 2-pt dunk from 1 ft,,2,66,58,8,1291.0
2:20.0,R. Barrett makes 3-pt jump shot from 24 ft (assist by J. Brunson),61-66, ,,2,66,61,5,1300.0
1:52.0, ,61-68,K. Porziņģis makes 2-pt jump shot from 14 ft,,2,68,61,7,1328.0
1:36.0,J. Brunson misses 2-pt layup from 4 ft,61-68, ,,2,68,61,7,1344.0
1:34.0,Offensive rebound by M. Robinson,61-68, ,,2,68,61,7,1346.0
1:33.0,M. Robinson makes 2-pt layup from 4 ft,63-68, ,,2,68,63,5,1347.0
1:24.0, ,63-68,K. Porziņģis misses 3-pt jump shot from 25 ft,,2,68,63,5,1356.0
1:22.0, ,63-68,Offensive rebound by A. Horford,,2,68,63,5,1358.0
1:11.0, ,63-70,A. Horford makes 2-pt layup from 3 ft (assist by J. Tatum),,2,70,63,7,1369.0
1:11.0, ,63-70,Shooting foul by D. DiVincenzo (drawn by A. Horford),,2,70,63,7,1369.0
1:11.0, ,63-71,A. Horford makes free throw 1 of 1,,2,71,63,8,1369.0
0:58.0,J. Randle makes 2-pt jump shot from 17 ft,65-71, ,,2,71,65,6,1382.0
0:42.0, ,65-74,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Tatum),,2,74,65,9,1398.0
0:28.0,R. Barrett misses 2-pt jump shot from 13 ft,65-74, ,,2,74,65,9,1412.0
0:26.0, ,65-74,Defensive rebound by A. Horford,,2,74,65,9,1414.0
0:06.0, ,65-74,J. Tatum misses 3-pt jump shot from 27 ft,,2,74,65,9,1434.0
0:03.0,Defensive rebound by J. Randle,65-74, ,,2,74,65,9,1437.0
0:01.0,Turnover by J. Randle (bad pass; steal by J. Brown),65-74, ,,2,74,65,9,1439.0
0:00.0,End of 2nd quarter,65-74,,,2,74,65,9,1440.0
12:00.0,Start of 3rd quarter,65-74,,,3,74,65,9,1440.0
11:47.0,J. Brunson makes 2-pt jump shot from 15 ft (assist by J. Randle),67-74, ,,3,74,67,7,1453.0
11:47.0, ,67-74,Violation by Team (def goaltending),,3,74,67,7,1453.0
11:33.0, ,67-74,J. Brown misses 3-pt jump shot from 27 ft,,3,74,67,7,1467.0
11:29.0,Defensive rebound by R. Barrett,67-74, ,,3,74,67,7,1471.0
11:24.0,Turnover by J. Randle (traveling),67-74, ,,3,74,67,7,1476.0
11:14.0, ,67-74,J. Tatum misses 3-pt jump shot from 28 ft,,3,74,67,7,1486.0
11:12.0,Defensive rebound by D. DiVincenzo,67-74, ,,3,74,67,7,1488.0
11:06.0,R. Barrett misses 2-pt layup from 7 ft (block by J. Brown),67-74, ,,3,74,67,7,1494.0
11:05.0,Offensive rebound by Team,67-74, ,,3,74,67,7,1495.0
10:57.0,J. Randle misses 2-pt jump shot from 12 ft,67-74, ,,3,74,67,7,1503.0
10:56.0, ,67-74,Defensive rebound by K. Porziņģis,,3,74,67,7,1504.0
10:43.0, ,67-74,K. Porziņģis misses 2-pt jump shot from 12 ft,,3,74,67,7,1517.0
10:41.0,Defensive rebound by J. Randle,67-74, ,,3,74,67,7,1519.0
10:33.0,J. Brunson misses 3-pt jump shot from 26 ft,67-74, ,,3,74,67,7,1527.0
10:31.0, ,67-74,Defensive rebound by J. Holiday,,3,74,67,7,1529.0
10:26.0, ,67-77,D. White makes 3-pt jump shot from 30 ft (assist by J. Holiday),,3,77,67,10,1534.0
10:02.0,D. DiVincenzo makes 3-pt jump shot from 23 ft (assist by R. Barrett),70-77, ,,3,77,70,7,1558.0
9:52.0, ,70-77,Personal foul by J. Brunson (drawn by K. Porziņģis),,3,77,70,7,1568.0
9:44.0, ,70-79,J. Brown makes 2-pt jump shot from 12 ft,,3,79,70,9,1576.0
9:30.0,J. Brunson misses 3-pt jump shot from 26 ft,70-79, ,,3,79,70,9,1590.0
9:29.0, ,70-79,Defensive rebound by D. White,,3,79,70,9,1591.0
9:23.0, ,70-79,Shooting foul by I. Hartenstein (drawn by K. Porziņģis),,3,79,70,9,1597.0
9:23.0, ,70-80,K. Porziņģis makes free throw 1 of 2,,3,80,70,10,1597.0
9:23.0, ,70-81,K. Porziņģis makes free throw 2 of 2,,3,81,70,11,1597.0
9:06.0,R. Barrett misses 2-pt layup from 6 ft,70-81, ,,3,81,70,11,1614.0
9:05.0, ,70-81,Defensive rebound by Team,,3,81,70,11,1615.0
9:05.0,Loose ball foul by I. Hartenstein (drawn by K. Porziņģis),70-81, ,,3,81,70,11,1615.0
8:48.0, ,70-81,Turnover by J. Brown (bad pass; steal by J. Brunson),,3,81,70,11,1632.0
8:46.0,J. Brunson makes 2-pt layup from 1 ft (assist by I. Hartenstein),72-81, ,,3,81,72,9,1634.0
8:24.0, ,72-83,D. White makes 2-pt dunk from 4 ft,,3,83,72,11,1656.0
8:17.0,New York full timeout,72-83, ,,3,83,72,11,1663.0
8:17.0,M. Robinson enters the game for I. Hartenstein,72-83, ,,3,83,72,11,1663.0
8:09.0,D. DiVincenzo misses 3-pt jump shot from 27 ft,72-83, ,,3,83,72,11,1671.0
8:06.0, ,72-83,Defensive rebound by J. Tatum,,3,83,72,11,1674.0
7:57.0, ,72-83,K. Porziņģis misses 3-pt jump shot from 27 ft,,3,83,72,11,1683.0
7:55.0,Defensive rebound by D. DiVincenzo,72-83, ,,3,83,72,11,1685.0
7:49.0,R. Barrett makes 3-pt jump shot from 26 ft (assist by D. DiVincenzo),75-83, ,,3,83,75,8,1691.0
7:26.0, ,75-86,J. Holiday makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,3,86,75,11,1714.0
7:05.0,J. Brunson misses 3-pt jump shot from 26 ft,75-86, ,,3,86,75,11,1735.0
7:04.0,Offensive rebound by M. Robinson,75-86, ,,3,86,75,11,1736.0
7:04.0,M. Robinson misses 2-pt layup at rim,75-86, ,,3,86,75,11,1736.0
7:03.0,Offensive rebound by R. Barrett,75-86, ,,3,86,75,11,1737.0
7:01.0,R. Barrett makes 2-pt layup from 1 ft,77-86, ,,3,86,77,9,1739.0
6:51.0, ,77-89,D. White makes 3-pt jump shot from 26 ft (assist by J. Brown),,3,89,77,12,1749.0
6:37.0,J. Randle misses 2-pt layup from 6 ft (block by D. White),77-89, ,,3,89,77,12,1763.0
6:37.0,Offensive rebound by Team,77-89, ,,3,89,77,12,1763.0
6:37.0, ,77-89,A. Horford enters the game for K. Porziņģis,,3,89,77,12,1763.0
6:33.0,J. Brunson makes 2-pt jump shot from 18 ft (assist by M. Robinson),79-89, ,,3,89,79,10,1767.0
6:20.0, ,79-92,D. White makes 3-pt jump shot from 28 ft,,3,92,79,13,1780.0
6:04.0,Turnover by D. DiVincenzo (bad pass; steal by J. Holiday),79-92, ,,3,92,79,13,1796.0
6:02.0, ,79-94,J. Tatum makes 2-pt dunk from 3 ft (assist by D. White),,3,94,79,15,1798.0
6:02.0,New York full timeout,79-94, ,,3,94,79,15,1798.0
5:48.0,J. Randle misses 2-pt layup from 6 ft (block by J. Holiday),79-94, ,,3,94,79,15,1812.0
5:46.0, ,79-94,Defensive rebound by J. Holiday,,3,94,79,15,1814.0
5:44.0, ,79-96,J. Brown makes 2-pt dunk from 3 ft (assist by D. White),,3,96,79,17,1816.0
5:35.0,Personal foul by J. Brown (drawn by R. Barrett),79-96, ,,3,96,79,17,1825.0
5:35.0,J. Hart enters the game for R. Barrett,79-96, ,,3,96,79,17,1825.0
5:34.0,Turnover by M. Robinson (out of bounds lost ball),79-96, ,,3,96,79,17,1826.0
5:20.0, ,79-96,Personal foul by J. Brunson (drawn by J. Tatum),,3,96,79,17,1840.0
5:10.0, ,79-99,J. Brown makes 3-pt jump shot from 27 ft,,3,99,79,20,1850.0
4:58.0,J. Brunson makes 2-pt layup from 4 ft,81-99, ,,3,99,81,18,1862.0
4:54.0, ,81-99,Turnover by J. Brown (out of bounds lost ball),,3,99,81,18,1866.0
4:54.0,New York full timeout,81-99, ,,3,99,81,18,1866.0
4:54.0,Instant Replay (Challenge: Ruling Stands),81-99, ,,3,99,81,18,1866.0
4:54.0,I. Quickley enters the game for D. DiVincenzo,81-99, ,,3,99,81,18,1866.0
4:54.0, ,81-99,L. Kornet enters the game for J. Brown,,3,99,81,18,1866.0
4:42.0,J. Hart misses 3-pt jump shot from 23 ft,81-99, ,,3,99,81,18,1878.0
4:41.0,Offensive rebound by M. Robinson,81-99, ,,3,99,81,18,1879.0
4:26.0,Turnover by Team (shot clock),81-99, ,,3,99,81,18,1894.0
